,Unnamed: 0,company_name,Date,Share Type,Amount Raised,Raised to Date,Issue Price,Post Money Valuation,Key Investors,Price Per Share,Shares Outstanding,Percent Shares Outstanding,Liquidation Pref Order,Liquidation Pref As Multiplier,Conversion Ratio,Participating,Participation Cap,Dividend Rate,Cumulative,Investors
87,87,sambanova-systems,Jun 2018,Series A,$56.6MM,$60.6MM,$6.51,$211.58MM,"Walden International, GV, Atlantic Bridge Ventures",$0.79,"5,090,937",22.2%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Walden International
88,88,sambanova-systems,Sep 2017,Series Seed,$4MM,$4MM,$0.79,$18MM,Walden International,$0.79,"5,090,937",22.2%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Walden International
89,89,shield-ai,Dec 2023,Series F,$299.19MM,$791.75MM,$43.79,$2.71B,"U.S. Innovative Technology Fund, Riot Ventures, ARK Invest",$0.80,"3,414,857",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Undisclosed Investors
90,90,shield-ai,Dec 2022,Series E,$150MM,$492.56MM,$40.39,$2.3B,"Snowpoint Ventures, Riot Ventures, Disruptive",$0.80,"3,414,857",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Undisclosed Investors
91,91,shield-ai,Aug 2021,Series D,$223.33MM,$342.56MM,$24.04,$1.25B,"Disruptive, Point72 Ventures, Breyer Capital",$0.80,"3,414,857",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Undisclosed Investors
92,92,shield-ai,Feb 2021,Series C,$70.99MM,$119.23MM,$11.61,$295.18MM,Point72 Ventures,$0.80,"3,414,857",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Undisclosed Investors
93,93,shield-ai,Aug 2019,Series B,$25MM,$48.24MM,$7.86,$203.26MM,Undisclosed Investors,$0.80,"3,414,857",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Undisclosed Investors
94,94,shield-ai,Jan 2019,Series A1,$10MM,$23.24MM,$5.12,$113.13MM,"Breyer Capital, Andreessen Horowitz, Homebrew",$0.80,"3,414,857",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Undisclosed Investors
95,95,shield-ai,Apr 2017,Series A,$10.5MM,$13.24MM,$1.85,$30.58MM,"Andreessen Horowitz, Homebrew, Bloomberg Beta",$0.80,"3,414,857",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Undisclosed Investors
96,96,shield-ai,May 2016,Series Seed,$2.74MM,$2.74MM,$0.80,$9.13MM,Undisclosed Investors,$0.80,"3,414,857",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Undisclosed Investors
97,97,chainalysis,May 2022,Series F,$150MM,$567.4MM,$40.02,$8.54B,"GIC, Accel, Blackstone",$0.10,"15,415,670",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Point Nine
98,98,chainalysis,May 2022,Series F-1,$20MM,$437.4MM,$40.02,$8.54B,"GIC, Accel, Blackstone",$0.10,"15,415,670",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Point Nine
99,99,chainalysis,Jun 2021,Series E,$100.5MM,$408.4MM,$21.14,$4.2B,"Coatue, Benchmark, Accel",$0.10,"15,415,670",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Point Nine
100,100,chainalysis,Jun 2021,Series E-1,$9MM,$316.9MM,$21.14,$4.2B,"Coatue, Benchmark, Accel",$0.10,"15,415,670",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Point Nine
101,101,chainalysis,Mar 2021,Series D,$100MM,$277.9MM,$11.38,$2.18B,"Paradigm, Addition, Ribbit",$0.10,"15,415,670",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Point Nine
102,102,chainalysis,Mar 2021,Series D-1,$30MM,$207.9MM,$11.38,$2.18B,"Paradigm, Addition, Ribbit",$0.10,"15,415,670",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Point Nine
103,103,chainalysis,Nov 2020,Series C,$110MM,$177.9MM,$5.96,$1.09B,"Addition Capital, Accel, Benchmark",$0.10,"15,415,670",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Point Nine
104,104,chainalysis,Jul 2020,Series B,$49MM,$67.9MM,$1.52,$265.84MM,"Ribbit Capital, Sound Ventures, Accel",$0.10,"15,415,670",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Point Nine
105,105,chainalysis,Apr 2018,Series A,$17.29MM,$18.9MM,$0.44,$48.02MM,Benchmark,$0.10,"15,415,670",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Point Nine
106,106,chainalysis,Dec 2015,Series Seed,$1.61MM,$1.61MM,$0.10,$4.59MM,Point Nine,$0.10,"15,415,670",35.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Point Nine
107,107,postman,Aug 2021,Series D,$145MM,$352MM,$17.54,$5.57B,"Insight Partners, Nexus Venture Partners, CRV",$0.11,"62,395,200",25.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Nexus Venture Partners
108,108,postman,Jun 2020,Series C,$150MM,$207MM,$6.51,$2.06B,"Insight Partners, CRV, Nexus Venture Partners",$0.11,"62,395,200",25.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Nexus Venture Partners
109,109,postman,Jun 2019,Series B,$50MM,$57MM,$1.22,$359.85MM,"CRV, Nexus Venture Partners",$0.11,"62,395,200",25.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Nexus Venture Partners
110,110,postman,Oct 2016,Series A,$7MM,$7MM,$0.11,$28MM,Nexus Venture Partners,$0.11,"62,395,200",25.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,Nexus Venture Partners
111,111,redwood-materials,Aug 2023,Series D,$1B,$1.82B,$47.74,$5.25B,"Goldman Sachs, Capricorn's Technology Impact Fund, T. Row Price Associates",$0.14,"13,999,720",41.8%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Undisclosed Investors
112,112,redwood-materials,Jul 2021,Series C,$779.42MM,$824.66MM,$47.40,$4.06B,"T. Rowe Price, Goldman Sachs, Baillie Gifford",$0.14,"13,999,720",41.8%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Undisclosed Investors
113,113,redwood-materials,Sep 2020,Series B,$37.24MM,$45.24MM,$3.26,$217.84MM,"Capricorn's Technology Impact Fund, Breakthrough Energy Ventures, Amazon",$0.14,"13,999,720",41.8%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Undisclosed Investors
114,114,redwood-materials,Jun 2018,Series A-2,$4MM,$6MM,$0.36,$18.26MM,Undisclosed Investors,$0.14,"13,999,720",41.8%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Undisclosed Investors
115,115,redwood-materials,Jun 2018,Series A,$2MM,$4MM,$0.17,$18.26MM,Undisclosed Investors,$0.14,"13,999,720",41.8%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Undisclosed Investors
116,116,redwood-materials,Apr 2017,Series Seed,$2MM,$2MM,$0.14,$4.78MM,Undisclosed Investors,$0.14,"13,999,720",41.8%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,Undisclosed Investors
117,117,datarobot,Jul 2021,Series G,$330MM,$1.12B,$27.36,$6.45B,"Altimeter Capital, Tiger Global Management, Counterpoint Global",$0.39,"8,780,964",33.6%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Atlas Venture, IA Ventures, Right Side Capital Management"
118,118,datarobot,Nov 2020,Series F,$323.23MM,$790.34MM,$13.14,$2.73B,"Altimeter Capital, T. Rowe Price, BlackRock",$0.39,"8,780,964",33.6%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Atlas Venture, IA Ventures, Right Side Capital Management"
119,119,datarobot,Sep 2019,Series E,$240.05MM,$467.11MM,$7.57,$1.32B,"Cisco Investments, DFJ Growth, AllianceBernstein",$0.39,"8,780,964",33.6%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Atlas Venture, IA Ventures, Right Side Capital Management"
120,120,datarobot,Oct 2018,Series D,$100MM,$227.06MM,$5.56,$705.11MM,"Cisco Investments, DFJ Growth, IA Ventures",$0.39,"8,780,964",33.6%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Atlas Venture, IA Ventures, Right Side Capital Management"
121,121,datarobot,Mar 2017,Series C,$69.94MM,$127.06MM,$2.98,$282.69MM,"In-Q-Tel, New Enterprise Associates, Omega Venture Partners",$0.39,"8,780,964",33.6%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Atlas Venture, IA Ventures, Right Side Capital Management"
122,122,datarobot,Feb 2016,Series B,$32.73MM,$57.12MM,$1.91,$122.11MM,"Accomplice VC, CSC UpShot Ventures, IA Ventures",$0.39,"8,780,964",33.6%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Atlas Venture, IA Ventures, Right Side Capital Management"
123,123,datarobot,Jul 2014,Series A,$21MM,$24.4MM,$1.60,$71MM,"Atlas Venture, IA Ventures, Jeff Hammerbacher",$0.39,"8,780,964",33.6%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Atlas Venture, IA Ventures, Right Side Capital Management"
124,124,datarobot,Jun 2013,Series Seed,$3.4MM,$3.4MM,$0.39,$10.12MM,"Atlas Venture, IA Ventures, Right Side Capital Management",$0.39,"8,780,964",33.6%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Atlas Venture, IA Ventures, Right Side Capital Management"
125,125,thoughtspot,Jul 2023,Series F-1,$124.64MM,$802.88MM,$25.83,$4.49B,Undisclosed Investors,$3.13,"9,633,261",20.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Khosla Ventures, Lightspeed Venture Partners"
126,126,thoughtspot,Nov 2021,Series F,$100MM,$678.25MM,$25.83,$4.2B,"March Capital, Lightspeed Venture Partners, Snowflake Ventures",$3.13,"9,633,261",20.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Khosla Ventures, Lightspeed Venture Partners"
127,127,thoughtspot,Jun 2012,Series A,$10.15MM,$10.15MM,$0.88,$33.68MM,Lightspeed Venture Partners,$3.13,"9,633,261",20.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Khosla Ventures, Lightspeed Venture Partners"
128,128,thoughtspot,Mar 2021,Series E-1,$20MM,$578.25MM,$15.60,$2.32B,Undisclosed Investors,$3.13,"9,633,261",20.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Khosla Ventures, Lightspeed Venture Partners"
129,129,thoughtspot,Aug 2019,Series E,$248.83MM,$558.25MM,$13.83,$1.95B,"Lightspeed Venture Partners, Silver Lake Management, Geodesic Capital",$3.13,"9,633,261",20.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Khosla Ventures, Lightspeed Venture Partners"
130,130,thoughtspot,Apr 2018,Series D,$145.32MM,$309.42MM,$9.69,$1.06B,"Lightspeed Venture Partners, Khosla Ventures, General Catalyst Partners",$3.13,"9,633,261",20.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Khosla Ventures, Lightspeed Venture Partners"
131,131,thoughtspot,Mar 2017,Series C-1,$60MM,$164.1MM,$5.76,$430MM,"Lightspeed Ventures Capital, Capital One Growth Ventures",$3.13,"9,633,261",20.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Khosla Ventures, Lightspeed Venture Partners"
132,132,thoughtspot,Oct 2016,Series C,$63.79MM,$104.1MM,$4.94,$315.47MM,"General Catalyst Partners, Geodesic Capital, Lightspeed Venture Partners",$3.13,"9,633,261",20.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Khosla Ventures, Lightspeed Venture Partners"
133,133,thoughtspot,Jun 2014,Series B,$30.15MM,$40.31MM,$3.13,$150.57MM,"Khosla Ventures, Lightspeed Venture Partners",$3.13,"9,633,261",20.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Khosla Ventures, Lightspeed Venture Partners"
134,134,egnyte,Oct 2018,Series E,$75MM,$137.92MM,$5.08,$462.11MM,Goldman Sachs,$0.48,"2,083,332",25.0%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Floodgate Fund, Steve Blank"
135,135,egnyte,Dec 2013,Series D,$29.66MM,$62.92MM,$2.22,$173.33MM,"Polaris Partners, Kleiner Perkins, Seagate Venture Fund",$0.48,"2,083,332",25.0%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Floodgate Fund, Steve Blank"
136,136,egnyte,Jul 2012,Series C,$16.16MM,$33.27MM,$1.40,$72.18MM,"GV, Kleiner Perkins, Pitango Venture Capital",$0.48,"2,083,332",25.0%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Floodgate Fund, Steve Blank"
137,137,egnyte,Mar 2011,Series B,$10.03MM,$17.11MM,$1.07,$52.22MM,"Kleiner Perkins, Steve Blank, Floodgate Fund",$0.48,"2,083,332",25.0%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Floodgate Fund, Steve Blank"
138,138,egnyte,Jul 2008,Series A,$6.08MM,$7.08MM,$0.58,$20.82MM,"Polaris Venture Partners, Floodgate Fund",$0.48,"2,083,332",25.0%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Floodgate Fund, Steve Blank"
139,139,egnyte,Jul 2008,Series Seed,"$1,000K","$1,000K",$0.48,$4MM,"Floodgate Fund, Steve Blank",$0.48,"2,083,332",25.0%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Floodgate Fund, Steve Blank"
140,140,fanatics,Mar 2021,Series F,$322.56MM,$1.88B,$34.87,$12.76B,"Silver Lake Management, Fidelity, Franklin Templeton",$7.88,"19,040,773",8.2%,4th,1.0x,1.1x,Non-participating,,0.0%,Non-cumulative,"Insight Venture Partners, Andreessen Horowitz, Bank of America"
141,141,fanatics,Aug 2020,Series E,$365MM,$1.56B,$17.29,$6.2B,"Fidelity, Thrive Capital, Franklin Templeton",$7.88,"19,040,773",8.2%,4th,1.0x,1.1x,Non-participating,,0.0%,Non-cumulative,"Insight Venture Partners, Andreessen Horowitz, Bank of America"
142,142,fanatics,Sep 2017,Series D,$521MM,$1.19B,$14.17,$4.62B,"MLB Advanced Media, National Football League, Softbank",$7.88,"19,040,773",8.2%,4th,1.0x,1.1x,Non-participating,,0.0%,Non-cumulative,"Insight Venture Partners, Andreessen Horowitz, Bank of America"
143,143,fanatics,Aug 2015,Series C,$350MM,$670MM,$9.00,$2.55B,"Silver Lake Management, Softbank",$7.88,"19,040,773",8.2%,4th,1.0x,1.1x,Non-participating,,0.0%,Non-cumulative,"Insight Venture Partners, Andreessen Horowitz, Bank of America"
144,144,fanatics,Jun 2013,Series B,$170MM,$320MM,$12.99,$3.21B,"Temasek Holdings, Alibaba Capital Partners",$7.88,"19,040,773",8.2%,4th,1.0x,1.1x,Non-participating,,0.0%,Non-cumulative,"Insight Venture Partners, Andreessen Horowitz, Bank of America"
145,145,fanatics,Jun 2012,Series A,$150MM,$150MM,$7.88,$1.83B,"Insight Venture Partners, Andreessen Horowitz, Bank of America",$7.88,"19,040,773",8.2%,4th,1.0x,1.1x,Non-participating,,0.0%,Non-cumulative,"Insight Venture Partners, Andreessen Horowitz, Bank of America"
146,146,synthego,Feb 2022,Series E,$144.17MM,$415.07MM,$10.78,$1.3B,"Perceptive Advisors, SoftBank, Declaration Partners",$0.87,"9,501,792",25.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Founders Fund, Menlo Ventures, SciFi VC, WI Harper Group"
147,147,synthego,Aug 2020,Series D,$100MM,$270.9MM,$5.28,$486.63MM,"Wellington Management, RA Capital Management, 8VC",$0.87,"9,501,792",25.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Founders Fund, Menlo Ventures, SciFi VC, WI Harper Group"
148,148,synthego,Oct 2018,Series C,$116.27MM,$170.9MM,$5.28,$381.27MM,"Founders Fund, 8VC, Menlo Ventures",$0.87,"9,501,792",25.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Founders Fund, Menlo Ventures, SciFi VC, WI Harper Group"
149,149,synthego,Jan 2017,Series B,$41.88MM,$50.18MM,$2.41,$115.78MM,"8VC, AME Cloud Ventures, Elements Capital",$0.87,"9,501,792",25.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Founders Fund, Menlo Ventures, SciFi VC, WI Harper Group"
150,150,synthego,Jan 2017,Series B-1,$4.45MM,$12.75MM,$2.29,$115.78MM,"8VC, AME Cloud Ventures, Elements Capital",$0.87,"9,501,792",25.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Founders Fund, Menlo Ventures, SciFi VC, WI Harper Group"
151,151,synthego,Jul 2013,Series A,$8.3MM,$8.3MM,$0.87,$33.21MM,"Founders Fund, Menlo Ventures, SciFi VC",$0.87,"9,501,792",25.0%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Founders Fund, Menlo Ventures, SciFi VC, WI Harper Group"
152,152,offerup,Mar 2020,Series D,$151MM,$374.7MM,$6.70,$1.54B,"GGV Capital, TriplePoint Venture Growth, Andreessen Horowitz",$0.02,"6,979,050",0.8%,2nd,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Sequoia Capital
153,153,offerup,Aug 2016,Series C-1,$130MM,$223.7MM,$6.70,$1.28B,"Warburg Pincus, GGV Capital, Andreessen Horowitz",$0.02,"6,979,050",0.8%,2nd,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Sequoia Capital
154,154,offerup,Mar 2015,Series C,$73.4MM,$93.7MM,$4.98,$815.25MM,"T. Rowe Price, Andreessen Horowitz, Jackson Square Ventures",$0.02,"6,979,050",0.8%,2nd,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Sequoia Capital
155,155,offerup,Jul 2014,Series B,$15.2MM,$20.3MM,$0.45,$67.1MM,"Andreessen Horowitz, The Gramercy Fund, Jackson Square Ventures",$0.02,"6,979,050",0.8%,2nd,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Sequoia Capital
156,156,offerup,Jul 2013,Series A-1,$958.33K,$958.33K,$0.14,$15MM,Sequoia Capital,$0.02,"6,979,050",0.8%,2nd,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Sequoia Capital
157,157,offerup,Jul 2013,Series A,$4.02MM,$4.02MM,$0.14,$13.25MM,"Jackson Square Ventures, Alliance of Angels, Several Individual Investors",$0.02,"6,979,050",0.8%,2nd,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Sequoia Capital
158,158,offerup,Jul 2013,Series A-2,$121.44K,$121.44K,$0.02,$16MM,Sequoia Capital,$0.02,"6,979,050",0.8%,2nd,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,Sequoia Capital
159,159,patreon,Apr 2021,Series F,$155MM,$407.78MM,$49.84,$3.99B,"Tiger Global Management, Woodline Partners, Wellington Management",$0.31,"6,670,452",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Atlas Venture, Charles River Ventures, Freestyle Capital, Initialized, Rothenberg Ventures, SV Angel"
160,160,patreon,Sep 2020,Series E,$90MM,$252.78MM,$17.11,$1.2B,"New Enterprise Associates, Wellington Management, Lone Pine Capital",$0.31,"6,670,452",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Atlas Venture, Charles River Ventures, Freestyle Capital, Initialized, Rothenberg Ventures, SV Angel"
161,161,patreon,Jul 2019,Series D,$56.97MM,$162.78MM,$8.87,$680.24MM,"Glade Brook Capital, Thrive Capital, Initialized",$0.31,"6,670,452",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Atlas Venture, Charles River Ventures, Freestyle Capital, Initialized, Rothenberg Ventures, SV Angel"
162,162,patreon,Sep 2017,Series C,$59.38MM,$105.8MM,$6.95,$443.75MM,"Charles River Ventures, DFJ Growth, Freestyle Capital",$0.31,"6,670,452",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Atlas Venture, Charles River Ventures, Freestyle Capital, Initialized, Rothenberg Ventures, SV Angel"
163,163,patreon,Jan 2016,Series B,$29.1MM,$46.42MM,$3.28,$170.49MM,"Thrive Capital, Allen and Company, Charles River Ventures",$0.31,"6,670,452",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Atlas Venture, Charles River Ventures, Freestyle Capital, Initialized, Rothenberg Ventures, SV Angel"
164,164,patreon,Jun 2014,Series A,$15.27MM,$17.32MM,$1.95,$70.64MM,"Atlas Venture, CAA Ventures, Charles River Ventures",$0.31,"6,670,452",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Atlas Venture, Charles River Ventures, Freestyle Capital, Initialized, Rothenberg Ventures, SV Angel"
165,165,patreon,Aug 2013,Series Seed,$2.05MM,$2.05MM,$0.31,$6.83MM,"Atlas Venture, Charles River Ventures, Freestyle Capital",$0.31,"6,670,452",30.0%,1st,1.0x,1.0x,Non-participating,,6.0%,Non-cumulative,"Atlas Venture, Charles River Ventures, Freestyle Capital, Initialized, Rothenberg Ventures, SV Angel"
166,166,alchemy,Feb 2022,Series D,$200MM,$369.3MM,$515.65,$10.2B,"Lightspeed Venture Partners, Silver Lake, Andreessen Horowitz",$4.64,"4,185,317",25.9%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Pantera Capital, Coinbase Ventures, Samsung Venture Investment, SignalFire, Dreamers VC, Communitas Capital Partners, Mayfireld Fund, StartX, Kenetic Capital"
167,167,alchemy,Oct 2021,Series C,$70MM,$169.3MM,$180.21,$3.46B,"Andreessen Horowitz, Lightspeed Venture Partners, Redpoint",$4.64,"4,185,317",25.9%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Pantera Capital, Coinbase Ventures, Samsung Venture Investment, SignalFire, Dreamers VC, Communitas Capital Partners, Mayfireld Fund, StartX, Kenetic Capital"
168,168,alchemy,Apr 2021,Series B,$79.88MM,$99.3MM,$27.06,$506.4MM,"Coatue Management, Addition, Coinbase Ventures",$4.64,"4,185,317",25.9%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Pantera Capital, Coinbase Ventures, Samsung Venture Investment, SignalFire, Dreamers VC, Communitas Capital Partners, Mayfireld Fund, StartX, Kenetic Capital"
169,169,alchemy,Dec 2019,Series A,$19.43MM,$19.43MM,$4.64,$74.93MM,"Pantera Capital, Coinbase Ventures, Samsung Venture Investment",$4.64,"4,185,317",25.9%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Pantera Capital, Coinbase Ventures, Samsung Venture Investment, SignalFire, Dreamers VC, Communitas Capital Partners, Mayfireld Fund, StartX, Kenetic Capital"
170,170,influxdata,Feb 2023,Series E,$46.34MM,$167.37MM,$4.23,$534.85MM,"Princeville Capital, Citi Ventures, Battery Ventures",$0.63,"14,520,580",45.0%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Mayfield Fund, Trinity Ventures"
171,171,influxdata,Feb 2023,Series E-1,$5MM,$126.03MM,$4.23,$534.85MM,"Princeville Capital, Citi Ventures, Battery Ventures",$0.63,"14,520,580",45.0%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Mayfield Fund, Trinity Ventures"
172,172,influxdata,Feb 2019,Series D,$60MM,$121.03MM,$3.96,$388.58MM,"Norwest Venture Partners, Sorenson Capital, Sapphire Ventures",$0.63,"14,520,580",45.0%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Mayfield Fund, Trinity Ventures"
173,173,influxdata,Feb 2018,Series C,$35MM,$61.03MM,$2.08,$171.73MM,"Sapphire Ventures, Harmony Partners, Battery Ventures",$0.63,"14,520,580",45.0%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Mayfield Fund, Trinity Ventures"
174,174,influxdata,Sep 2016,Series B,$16.92MM,$26.03MM,$0.78,$43.47MM,"Battery Ventures, Mayfield Fund, Trinity Ventures",$0.63,"14,520,580",45.0%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Mayfield Fund, Trinity Ventures"
175,175,influxdata,Nov 2014,Series A,$9.11MM,$9.11MM,$0.63,$20.25MM,"Mayfield Fund, Trinity Ventures",$0.63,"14,520,580",45.0%,2nd,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Mayfield Fund, Trinity Ventures"
176,176,boxabl,Sep 2022,Series A-2,$74.33MM,$125.91MM,$0.80,$3.36B,"Startengine, Republic",$0.02,"223,517,316",15.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Zain Ventures, Keri Waters"
177,177,boxabl,Nov 2021,Series A-1,$47.78MM,$51.58MM,$0.08,$226MM,"Startengine, Republic",$0.02,"223,517,316",15.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Zain Ventures, Keri Waters"
178,178,boxabl,Dec 2020,Series A,$3.8MM,$3.8MM,$0.02,$25.33MM,"Zain Ventures, Keri Waters",$0.02,"223,517,316",15.0%,1st,1.0x,1.0x,Non-participating,,0.0%,Non-cumulative,"Zain Ventures, Keri Waters"
179,179,roofstock,Mar 2022,Series E,$240MM,$529.61MM,$29.49,$1.94B,"SoftBank, Khosla Ventures, Lightspeed Venture Partners",$1.00,"6,500,000",54.9%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Khosla Ventures, Marc Benioff, Nyca Partners, QED Investors, SV Angel"
180,180,roofstock,Jan 2020,Series D,$192.42MM,$276.45MM,$11.90,$593.11MM,"7 Global Capital, Bain Capital Ventures, Canvas Ventures",$1.00,"6,500,000",54.9%,1st,1.0x,1.0x,Non-participating,,8.0%,Non-cumulative,"Khosla Ventures, Marc Benioff, Nyca Partners, QED Investors, SV Angel"
